"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","49","Policy is accepted ""Exclusive Usage""","","Wed Mar 04 10:00:15 UTC 2026","passed","Wed Mar 04 10:00:15 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","4539","transferData_privateBackend()","","Wed Mar 04 10:02:20 UTC 2026","passed","Wed Mar 04 10:02:25 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_privateBackend"
"","57","Policy is accepted ""Confidential Information Sharing""","","Wed Mar 04 10:00:15 UTC 2026","passed","Wed Mar 04 10:00:15 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","288","Provider gets 400 when empty asset selector is used","","Wed Mar 04 10:01:07 UTC 2026","passed","Wed Mar 04 10:01:07 UTC 2026","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldFail_whenContractDefinitionHasEmptyAssetSelector"
"","3","verifyCorrectParticipantAgentId_forDsp08(DataspaceProfileContextRegistry)","","Wed Mar 04 10:02:21 UTC 2026","passed","Wed Mar 04 10:02:21 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp08"
"","11736","The authentication token misses required claims: token","","Wed Mar 04 10:00:41 UTC 2026","passed","Wed Mar 04 10:00:53 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAccessToken"
"","8112","azureBlobPush_containerNotExist()","","Wed Mar 04 10:00:51 UTC 2026","passed","Wed Mar 04 10:00:59 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_containerNotExist"
"","50220","Catalog with 1000 offers","","Wed Mar 04 10:00:31 UTC 2026","passed","Wed Mar 04 10:01:22 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_of1000Assets_shouldContainAll"
"","4037","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","Wed Mar 04 10:02:29 UTC 2026","passed","Wed Mar 04 10:02:33 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","2086","Verify the refresh endpoint is not called when auto_refresh=false","","Wed Mar 04 10:00:06 UTC 2026","passed","Wed Mar 04 10:00:08 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_whenNotAutorefresh_shouldNotCallEndpoint"
"","884","triggerDataTransfer_shouldFail_whenDataFlowIsNotPushFlowType()","","Wed Mar 04 10:00:15 UTC 2026","passed","Wed Mar 04 10:00:16 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsNotPushFlowType"
"","61","Expect the Catalog request to fail if a requested credential is missing","","Wed Mar 04 10:02:43 UTC 2026","passed","Wed Mar 04 10:02:43 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenRequestedCredentialMissing"
"","42","Policy is not accepted due to missing context ""MembershipCredential""","","Wed Mar 04 10:00:16 UTC 2026","passed","Wed Mar 04 10:00:16 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","15230","transferData_withTerminate()","","Wed Mar 04 10:01:33 UTC 2026","passed","Wed Mar 04 10:01:48 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withTerminate"
"","12261","shouldTransferOneGbFile()","","Wed Mar 04 10:02:23 UTC 2026","passed","Wed Mar 04 10:02:35 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldTransferOneGbFile"
"","96","Policy is accepted ""Affiliates Region""","","Wed Mar 04 10:00:14 UTC 2026","passed","Wed Mar 04 10:00:14 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","57","Policy is accepted ""Business Partner Group""","","Wed Mar 04 10:00:15 UTC 2026","passed","Wed Mar 04 10:00:15 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","6427","httpPushDataTransfer_withLegacyUsagePolicy()","","Wed Mar 04 10:03:38 UTC 2026","passed","Wed Mar 04 10:03:45 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushDataTransfer_withLegacyUsagePolicy"
"","4474","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody()","","Wed Mar 04 10:02:56 UTC 2026","passed","Wed Mar 04 10:03:01 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody"
