"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3601","transferData_privateBackend_withConsumerDataPlane()","","Fri Mar 20 10:32:43 UTC 2026","passed","Fri Mar 20 10:32:46 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","transferData_privateBackend_withConsumerDataPlane"
"","1211","Refresh token is null or empty (missing) [2] ","","Fri Mar 20 10:32:01 UTC 2026","passed","Fri Mar 20 10:32:02 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","26","Policy is accepted Dismantler allowedBrands (IS_NONE_OF, no intersect)","","Fri Mar 20 10:32:33 UTC 2026","passed","Fri Mar 20 10:32:33 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","2949","transferData_privateBackend_withConsumerDataPlane()","","Fri Mar 20 10:33:49 UTC 2026","passed","Fri Mar 20 10:33:52 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","57","Policy is accepted Contract reference","","Fri Mar 20 10:32:34 UTC 2026","passed","Fri Mar 20 10:32:34 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","536","Policy is accepted MembershipCredential","","Fri Mar 20 10:32:33 UTC 2026","passed","Fri Mar 20 10:32:34 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","169","Verify HTTP 403 response when refreshing the token is not allowed","","Fri Mar 20 10:32:26 UTC 2026","passed","Fri Mar 20 10:32:26 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_unauthorized"
"","12939","shouldTransferOneGbFile()","","Fri Mar 20 10:33:54 UTC 2026","passed","Fri Mar 20 10:34:07 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldTransferOneGbFile"
"","166","refreshEdr_whenNotAuthorized()","","Fri Mar 20 10:32:32 UTC 2026","passed","Fri Mar 20 10:32:32 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotAuthorized"
"","45","Policy is accepted Dismantler allowedBrands (IS_ANY_OF, one intersects)","","Fri Mar 20 10:32:34 UTC 2026","passed","Fri Mar 20 10:32:34 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","5873","transferData_privateBackend()","","Fri Mar 20 10:33:43 UTC 2026","passed","Fri Mar 20 10:33:49 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_privateBackend"
"","375","Expect the Catalog request to fail if a credential is revoked","","Fri Mar 20 10:33:52 UTC 2026","passed","Fri Mar 20 10:33:53 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","2041","transferMultipleFiles()","","Fri Mar 20 10:34:07 UTC 2026","passed","Fri Mar 20 10:34:09 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferMultipleFiles"
"","1457","retireAgreement_shouldFail_whenAgreementDoesNotExist()","","Fri Mar 20 10:32:38 UTC 2026","passed","Fri Mar 20 10:32:39 UTC 2026","","org.eclipse.tractusx.edc.tests.agreement.retirement.RetireAgreementTest","org.eclipse.tractusx.edc.tests.agreement.retirement.RetireAgreementTest","retireAgreement_shouldFail_whenAgreementDoesNotExist"
"","49","Policy is accepted Dismantler allowedBrands (IS_NONE_OF, no intersect)","","Fri Mar 20 10:32:34 UTC 2026","passed","Fri Mar 20 10:32:34 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2694","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Fri Mar 20 10:32:37 UTC 2026","passed","Fri Mar 20 10:32:39 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_WithNamespace_shouldReject"
"","7139","azureBlobPush_containerNotExist()","","Fri Mar 20 10:32:52 UTC 2026","passed","Fri Mar 20 10:32:59 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_containerNotExist"
"","6981","transferData_privateBackend()","","Fri Mar 20 10:32:36 UTC 2026","passed","Fri Mar 20 10:32:43 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","transferData_privateBackend"
"","1211","The authentication token has a invalid id","","Fri Mar 20 10:32:02 UTC 2026","passed","Fri Mar 20 10:32:04 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidTokenId"
