"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","114","Policy is accepted ""DataExchangeGovernance use case""","","Thu May 21 14:28:55 UTC 2026","passed","Thu May 21 14:28:55 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","77","Policy is accepted ""Data Usage End Duration Days""","","Thu May 21 14:28:56 UTC 2026","passed","Thu May 21 14:28:56 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","67","Policy is accepted ""Liability""","","Thu May 21 14:28:56 UTC 2026","passed","Thu May 21 14:28:56 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2463","Refresh token is null or empty (missing) [1] null","","Thu May 21 14:28:40 UTC 2026","passed","Thu May 21 14:28:42 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","2577","Consumer gets cached catalog with provider entry","","Thu May 21 14:30:08 UTC 2026","passed","Thu May 21 14:30:10 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","13449","shouldTerminateTransfer_whenPolicyExpires()","","Thu May 21 14:29:20 UTC 2026","passed","Thu May 21 14:29:34 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","shouldTerminateTransfer_whenPolicyExpires"
"","44","Policy is not accepted due to missing context ""Data Usage End Duration Days""","","Thu May 21 14:28:58 UTC 2026","passed","Thu May 21 14:28:58 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","4328","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate()","","Thu May 21 14:30:01 UTC 2026","passed","Thu May 21 14:30:05 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate"
"","54","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist()","","Thu May 21 14:28:56 UTC 2026","passed","Thu May 21 14:28:56 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist"
"","63","Policy is accepted ""ContractTermination""","","Thu May 21 14:28:56 UTC 2026","passed","Thu May 21 14:28:57 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","53","4.3.3 Verify invalid access token - sub does not match DID document id","","Thu May 21 14:28:50 UTC 2026","passed","Thu May 21 14:28:50 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectSub"
"","46","Policy is not accepted due to missing context ""Warranty""","","Thu May 21 14:28:58 UTC 2026","passed","Thu May 21 14:28:58 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","67","4.3.3 Verify invalid access token - auth token bound to a different iss/sub","","Thu May 21 14:28:50 UTC 2026","passed","Thu May 21 14:28:50 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenInvalidIssuerSub"
"","36","Policy is not accepted due to missing context ""Warranty Definition""","","Thu May 21 14:28:58 UTC 2026","passed","Thu May 21 14:28:58 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","4089","transferData_failing_withProxyOriginalResponse()","","Thu May 21 14:31:17 UTC 2026","passed","Thu May 21 14:31:21 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse"
"","7426","The authentication token misses required claims: token","","Thu May 21 14:28:27 UTC 2026","passed","Thu May 21 14:28:34 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAccessToken"
"","2865","shouldDelegateAuth()","","Thu May 21 14:29:17 UTC 2026","passed","Thu May 21 14:29:20 UTC 2026","","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","shouldDelegateAuth"
"","39","Policy is not accepted due to missing context ""DataExchangeGovernance use case""","","Thu May 21 14:28:58 UTC 2026","passed","Thu May 21 14:28:58 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
