"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","106","Policy is accepted Dismantler Cred (activity type)","","Mon Jun 02 07:47:35 GMT 2025","passed","Mon Jun 02 07:47:35 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2653","transferFile_azureToS3MultipleFiles(Vault)","","Mon Jun 02 07:48:00 GMT 2025","passed","Mon Jun 02 07:48:03 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3MultipleFiles"
"","1","verifyCorrectParticipantAgentId(ParticipantAgentService)","","Mon Jun 02 07:49:45 GMT 2025","passed","Mon Jun 02 07:49:45 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractorTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractorTest","verifyCorrectParticipantAgentId"
"","8779","transferData_privateBackend()","","Mon Jun 02 07:47:27 GMT 2025","passed","Mon Jun 02 07:47:36 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","transferData_privateBackend"
"","1655","shouldDelegateAuth()","","Mon Jun 02 07:47:42 GMT 2025","passed","Mon Jun 02 07:47:44 GMT 2025","","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","shouldDelegateAuth"
"","37475","Catalog with 1000 offers","","Mon Jun 02 07:47:28 GMT 2025","passed","Mon Jun 02 07:48:05 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_of1000Assets_shouldContainAll"
"","1219","Refresh token success","","Mon Jun 02 07:47:12 GMT 2025","passed","Mon Jun 02 07:47:13 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_success"
"","5060","transferData_withSuspendResume()","","Mon Jun 02 07:47:53 GMT 2025","passed","Mon Jun 02 07:47:58 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","transferData_withSuspendResume"
"","5955","Contract policy is fulfilled MembershipCredential","","Mon Jun 02 07:50:49 GMT 2025","passed","Mon Jun 02 07:50:55 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","567","Policy is accepted MembershipCredential","","Mon Jun 02 07:47:34 GMT 2025","passed","Mon Jun 02 07:47:34 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
