"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","87","Policy is accepted ""Data Usage End Date Definition""","","Wed Apr 15 07:42:59 UTC 2026","passed","Wed Apr 15 07:42:59 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","53","Expect the Catalog request to fail if a credential has an invalid credential subject id","","Wed Apr 15 07:45:07 UTC 2026","passed","Wed Apr 15 07:45:07 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialSubjectIdIsInvalid"
"","126","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_BpnAsIdentifier()","","Wed Apr 15 07:43:15 UTC 2026","passed","Wed Apr 15 07:43:15 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_BpnAsIdentifier"
"","4994","transferData_privateBackend()","","Wed Apr 15 07:44:24 UTC 2026","passed","Wed Apr 15 07:44:29 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_privateBackend"
"","8125","transferData_withExpiredEdr_shouldReturn4xx()","","Wed Apr 15 07:47:28 UTC 2026","passed","Wed Apr 15 07:47:36 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withExpiredEdr_shouldReturn4xx"
"","46","Policy is not accepted due to missing context ""Precedence""","","Wed Apr 15 07:43:02 UTC 2026","passed","Wed Apr 15 07:43:02 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","41","Policy is not accepted due to missing context ""Contract reference""","","Wed Apr 15 07:43:03 UTC 2026","passed","Wed Apr 15 07:43:03 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","60","Policy is not accepted due to missing context ""Affiliates Region (IS_ANY_OF, one element)""","","Wed Apr 15 07:43:02 UTC 2026","passed","Wed Apr 15 07:43:02 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","340","Expect the Catalog request to fail if a credential has an invalid credential subject id","","Wed Apr 15 07:44:10 UTC 2026","passed","Wed Apr 15 07:44:11 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","catalogRequest_whenCredentialSubjectIdIsInvalid"
"","4058","transferData_failing_withProxyOriginalResponse()","","Wed Apr 15 07:45:03 UTC 2026","passed","Wed Apr 15 07:45:07 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse"
"","214","Consumer gets catalog from the provider. No constraints.","","Wed Apr 15 07:44:11 UTC 2026","passed","Wed Apr 15 07:44:12 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","50","Policy is not accepted due to missing context ""Usage Purpose""","","Wed Apr 15 07:43:02 UTC 2026","passed","Wed Apr 15 07:43:02 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","4155","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate()","","Wed Apr 15 07:44:59 UTC 2026","passed","Wed Apr 15 07:45:03 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate"
"","381","Expect the Catalog request to fail if a credential is expired","","Wed Apr 15 07:45:06 UTC 2026","passed","Wed Apr 15 07:45:07 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialExpired"
"","2400","The authentication token has a invalid id","","Wed Apr 15 07:42:38 UTC 2026","passed","Wed Apr 15 07:42:41 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidTokenId"
"","2255","discoveryShouldReturn400_ifRequestHasMissingProps()","","Wed Apr 15 07:42:38 UTC 2026","passed","Wed Apr 15 07:42:40 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","discoveryShouldReturn400_ifRequestHasMissingProps"
"","83","Policy is accepted ""Affiliates Region (IS_ANY_OF, one element)""","","Wed Apr 15 07:42:59 UTC 2026","passed","Wed Apr 15 07:42:59 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1714","Expect the Catalog request to fail if a credential is expired","","Wed Apr 15 07:44:08 UTC 2026","passed","Wed Apr 15 07:44:09 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","catalogRequest_whenCredentialExpired"
